,Unnamed: 0.1,Unnamed: 0,rm_restaurant_id,r_onlyname,r_city,r_state,r_score,r_ratings,r_category,r_price_range,r_lat,r_lng,min,max,mean,median,count,state_city,menu_items
1271,3244,3244,11497,El Burrito Borracho,portland,or,3.3,13.0,"mexican, latin american, new mexican, alcohol",$,45.53085,-122.68829,3.49,11.99,9.08090909090909,10.99,1,OR/PORTLAND,22
1287,3261,3261,11516,Al Chile Cantina,portland,or,,,"mexican, latin american, new mexican",$,45.5526,-122.66642,4.0,15.0,8.3125,8.5,1,OR/PORTLAND,8
1288,3262,3262,11517,Poblanos Peppers Mexican Restaurant,portland,or,,,"mexican, kids friendly, seafood, american, healthy, fast food, street food, everyday essentials, convenience, grocery, snacks, home &amp; personal care",$,45.5339079,-122.6012666,3.0,9.0,6.381818181818182,8.0,1,OR/PORTLAND,55
1300,3275,3275,11530,Jalapeo  Rocoto Pepper,portland,or,,,"mexican, latin american, new mexican",$$,45.5592,-122.6392,3.0,19.99,11.673253012048193,11.99,1,OR/PORTLAND,83
1303,3278,3278,11533,Pepe Chiles Taqueria,portland,or,,,"mexican, tacos, seafood",$,45.548,-122.66825,3.0,12.0,5.9375,4.0,1,OR/PORTLAND,32
1304,3280,3280,11535,Mariscos El Trio,portland,or,,,"mexican, burritos, tacos, seafood",$,45.523165,-122.6563783,3.0,29.0,16.282608695652176,17.0,1,OR/PORTLAND,46
1314,3291,3291,11547,Taquero Mucho,portland,or,4.7,18.0,"mexican, latin american, new mexican",$$,45.57634,-122.66171,3.0,14.5,8.688461538461539,11.0,1,OR/PORTLAND,65
1324,3306,3306,11563,Taqueria la mestiza,portland,or,,,"salads, tacos, mexican, latin american, burritos, tex mex, healthy",$$,45.54837,-122.57587,3.0,16.75,8.814024390243903,10.0,1,OR/PORTLAND,82
1336,3322,3322,11581,La Villa,portland,or,4.6,11.0,"mexican, seafood, salads",$$$,45.51928,-122.47162,3.75,75.0,17.76865671641791,16.0,1,OR/PORTLAND,67
1338,3325,3325,11584,Taqueria Rico Taco,portland,or,4.6,78.0,mexican,$$,45.521302,-122.4774782,8.5,20.5,12.01,12.75,1,OR/PORTLAND,25
1351,3342,3342,11606,Poblano Pepper,portland,or,4.6,64.0,"mexican, latin american, new mexican",$,45.53392,-122.60129,3.0,12.0,7.958333333333333,8.75,1,OR/PORTLAND,60
1368,3363,3363,11627,Don Pedro Mexican Restaurant,portland,or,4.7,60.0,"mexican, latin american, new mexican",$,45.530567,-122.578775,3.0,19.99,12.3742,12.58,1,OR/PORTLAND,50
1379,3374,3374,11638,El Indio,portland,or,4.5,61.0,"mexican, latin american, new mexican",$,45.5333219,-122.5482171,3.5,33.95,15.87456896551724,14.95,1,OR/PORTLAND,116
1382,3377,3377,11642,Margarita Factory  Gresham,portland,or,3.9,19.0,"mexican, latin american, new mexican, latin fusion, carniceria, chicken, comfort food, allergy friendly",$,45.5004792,-122.4299245,3.25,43.0,14.86341463414634,15.375,1,OR/PORTLAND,82
1410,3420,3420,11696,Santo Domingo Taqueria,portland,or,4.8,116.0,"mexican, latin american, new mexican",$,45.5626,-122.62071,3.0,16.5,9.073076923076924,10.25,1,OR/PORTLAND,65
1414,3424,3424,11701,Don Pedro Mayor,portland,or,,,"mexican, latin american, new mexican",$,45.521708,-122.476697,3.5,24.79,10.154492753623188,10.5,1,OR/PORTLAND,69
1433,3446,3446,11724,Tamale Boy,portland,or,4.9,29.0,"mexican, latin american, new mexican, vegan, vegan friendly, vegetarian, vegetarian friendly, healthy",$,45.5407898,-122.673032,3.0,110.0,16.625,7.0,1,OR/PORTLAND,86
1438,3451,3451,11730,TacoTime,portland,or,4.7,110.0,"mexican, latin american, new mexican",$,45.5194558,-122.4753571,3.59,10.99,6.024285714285714,5.59,1,OR/PORTLAND,35
1442,3466,3466,11747,Taqueria Francisco Mexican Restaurant,portland,or,,,"mexican, latin american, new mexican, burritos, tacos, empanada, sandwiches",$$,45.51974,-122.67452,3.0,13.0,8.758620689655173,9.0,1,OR/PORTLAND,29
1463,3491,3491,11774,El Burrito Azteca,portland,or,,,"mexican, latin american, new mexican",$,45.56976,-122.68717,3.25,11.5,7.358333333333333,8.25,1,OR/PORTLAND,60
1464,3492,3492,11775,Caiman Cafe,portland,or,,,"mexican, chicken, sandwich",$,45.51381,-122.67647,3.0,13.0,6.70188679245283,4.5,1,OR/PORTLAND,53
1472,3500,3500,11784,La Tia Juana,portland,or,,,"latin american, mexican, vegetarian, healthy",$,45.5207366,-122.4728528,3.5,14.0,7.416666666666667,7.25,1,OR/PORTLAND,12
1473,3501,3501,11785,En Vida PDX,portland,or,,,"latin american, mexican, vegetarian, healthy",$,45.54839,-122.65249,3.0,22.0,11.5,10.5,1,OR/PORTLAND,22
1475,3503,3503,11787,El Masry Egyptian,portland,or,,,"mexican, latin american, new mexican",$,45.52301,-122.67343,5.0,12.0,8.87025641025641,10.0,1,OR/PORTLAND,39
1519,3549,3549,11838,Taco Pedaler,portland,or,4.6,11.0,"mexican, new mexican, tex mex",$,45.56235,-122.62061,3.0,60.0,8.520833333333334,5.75,1,OR/PORTLAND,24
1527,3557,3557,11847,Casa del Sol Mexican Restaurant,portland,or,,,"mexican, new mexican, breakfast and brunch",$,45.503853,-122.515457,3.0,13.25,7.571186440677966,6.95,1,OR/PORTLAND,59
1536,3567,3567,11857,Aprisa Mexican Restaurant,portland,or,,,"mexican, street food, breakfast and brunch, exclusive to eats",$,45.5169796,-122.6754515,3.5,8.5,6.958333333333333,8.5,1,OR/PORTLAND,12
1551,3583,3583,11874,Titos Burritos,portland,or,,,"mexican, latin american, new mexican, breakfast and brunch, burritos",$,45.52276,-122.67873,3.3,15.4,8.473529411764707,7.7,1,OR/PORTLAND,34
1564,3596,3596,11888,La Alegria Restaurant,portland,or,,,"mexican, latin american, new mexican",$,45.55506,-122.52852,3.0,15.0,6.934285714285714,5.49,1,OR/PORTLAND,28
1580,3614,3614,11907,Mercado Las Palomas,portland,or,,,"mexican, latin american, new mexican",$$,45.51871,-122.52907,3.0,17.0,10.130208333333334,11.5,1,OR/PORTLAND,48
1588,3625,3625,11918,Cusina Di Francisco,portland,or,,,"mexican, latin american, new mexican",$$,45.5262,-122.50111,3.0,16.0,10.60576923076923,12.0,1,OR/PORTLAND,26
1598,3635,3635,11931,Birrieria Pepe Chile,portland,or,4.3,21.0,"mexican, latin american, new mexican",$,45.5526,-122.66642,3.5,12.0,8.25,10.0,1,OR/PORTLAND,16
1656,3702,3702,12007,Nayar Taqueria,portland,or,4.7,18.0,"mexican, tacos, burritos",$$,45.492462,-122.602013,3.0,19.95,9.456640625,9.95,1,OR/PORTLAND,128
1658,3704,3704,12009,Tropicale,portland,or,,,"mexican, latin american, new mexican",$,45.526611,-122.641719,3.0,20.0,7.733333333333333,8.0,1,OR/PORTLAND,15
1663,3709,3709,12014,El Sazon Mexican Food,portland,or,,,"mexican, latin american, new mexican",$,45.60307,-122.788559,3.49,14.5,8.0572,8.7,1,OR/PORTLAND,25
1664,3710,3710,12015,Tamale House,portland,or,4.6,38.0,"mexican, tamale, burritos",$$,45.5146,-122.66109,3.0,69.99,11.944909090909093,9.5,1,OR/PORTLAND,55
1668,3715,3715,12022,Nachos House Mexican Kitchen,portland,or,,,"mexican, tacos, burritos",$$,45.52411,-122.65097,3.0,13.0,8.2,10.5,1,OR/PORTLAND,65
1669,3716,3716,12023,El Guero,portland,or,4.4,13.0,"mexican, latin american, new mexican",$,45.54077,-122.60954,3.0,14.99,8.911052631578947,10.49,1,OR/PORTLAND,57
1670,3719,3719,12028,Taqueria Jalisco Express,portland,or,,,"mexican, latin american, new mexican",$$,45.55987,-122.55689,3.25,17.9,8.839318181818182,9.875,1,OR/PORTLAND,44
1678,3730,3730,12043,Little Taco and Tequila,portland,or,,,mexican,$,45.5248699,-122.6737165,3.5,11.0,5.727272727272728,4.5,1,OR/PORTLAND,44
1680,3732,3732,12046,El Burrito Mojado,portland,or,,,"mexican, latin american, new mexican",$,45.5877464,-122.742347,3.0,16.0,9.04304347826087,10.0,1,OR/PORTLAND,46
1685,3739,3739,12053,Los Francos,portland,or,4.6,24.0,"burritos, tacos, mexican",$,45.51915,-122.53858,3.0,16.0,8.763157894736842,10.0,1,OR/PORTLAND,19
1686,3741,3741,12055,The Burrito Grill,portland,or,,,"mexican, latin american, new mexican, spanish, latin american",$,45.5169612,-122.6753785,3.0,13.0,8.476190476190476,8.5,1,OR/PORTLAND,21
1687,3742,3742,12056,Koi Fusion,portland,or,,,"korean, mexican, family meals",$$,45.5545161,-122.6757467,3.5,32.0,9.682857142857143,10.0,1,OR/PORTLAND,14
1689,3745,3745,12060,Food Cart at the Oasis,portland,or,,,"mexican, latin american, new mexican",$,45.46454,-122.65521,3.25,10.0,7.333333333333333,7.125,1,OR/PORTLAND,6
1690,3746,3746,12061,Cocina Los Girasoles Mexican Food,portland,or,4.8,12.0,"mexican, latin american, new mexican",$,45.49364,-122.57921,3.0,14.0,8.315217391304348,10.0,1,OR/PORTLAND,23
1692,3748,3748,12063,La Costita Express,portland,or,,,mexican,$$,45.492119,-122.4883564,3.0,9.95,6.685714285714285,7.1,1,OR/PORTLAND,28
1695,3751,3751,12067,Carne y Carnes PDX,portland,or,,,"mexican, latin american, steak, healthy, spanish",$$,45.5146,-122.66109,3.0,23.0,7.268518518518518,5.75,1,OR/PORTLAND,27
1701,3759,3759,12078,La Merced,portland,or,,,"mexican, latin american, vegan",$,45.511841,-122.6654944,3.5,8.5,7.331081081081081,8.0,1,OR/PORTLAND,37
1702,3760,3760,12079,Cha Cha Cha,portland,or,4.7,50.0,"mexican, latin american, new mexican",$$,45.51231,-122.62862,3.5,18.0,9.458333333333334,9.0,1,OR/PORTLAND,36
1709,3769,3769,12090,Brunch Box Burritos,portland,or,4.2,80.0,"mexican, latin american, new mexican",$,45.53085,-122.68829,3.09,12.59,7.96,8.99,1,OR/PORTLAND,30
1711,3773,3773,12094,Tierra Del Sol  Montavilla,portland,or,,,"mexican, latin american, new mexican",$$,45.52667,-122.59171,3.0,16.5,9.875,9.75,1,OR/PORTLAND,8
1713,3775,3775,12096,Pedacito De Mexico,portland,or,,,"mexican, latin american, new mexican",$,45.5627975,-122.6807841,3.5,8.5,6.125,6.25,1,OR/PORTLAND,4
1714,3776,3776,12097,Charros Street Tacos,portland,or,,,"mexican, latin american, new mexican",$,45.58287,-122.72426,3.0,10.99,7.605,8.99,1,OR/PORTLAND,22
1716,3778,3778,12100,Taqueria La Mestiza,portland,or,,,"mexican, latin american, new mexican",$,45.54837,-122.57587,3.0,16.5,8.121621621621621,9.625,1,OR/PORTLAND,74
1717,3779,3779,12101,La Puerta Salvadorian Cuisine,portland,or,,,"latin american, mexican, vegetarian",$,45.56288,-122.6809,3.0,16.0,6.652173913043479,5.0,1,OR/PORTLAND,23
1718,3780,3780,12102,Taqueria Villanueva,portland,or,,,"mexican, latin american, new mexican",$,45.509857,-122.681347,3.0,9.5,7.162162162162162,8.0,1,OR/PORTLAND,37
1719,3781,3781,12103,Su Casa Taqueria,portland,or,,,"mexican, latin american, new mexican",$,45.5215031,-122.5794949,3.25,13.98,8.38111111111111,8.75,1,OR/PORTLAND,27
1722,3784,3784,12107,Cocina Colibri,portland,or,,,mexican,$$,45.580918,-122.658973,7.5,10.0,8.857142857142858,9.5,1,OR/PORTLAND,7
1723,3785,3785,12108,El Pollo Feliz,portland,or,,,"mexican, tacos, burritos",$$,45.5778,-122.650148,3.0,42.0,11.350961538461538,10.5,1,OR/PORTLAND,52
1724,3786,3786,12109,Catalinas,portland,or,,,mexican,$,45.562887,-122.660045,3.0,25.0,10.84027777777778,10.5,1,OR/PORTLAND,72
1725,3787,3787,12110,The Spicy Spoon,portland,or,,,mexican,$$,45.54843,-122.675281,3.0,13.0,9.02777777777778,10.0,1,OR/PORTLAND,18
1726,3788,3788,12111,Wham Bam Burrito,portland,or,,,"mexican, new mexican, snacks",$,45.50147,-122.65849,3.0,13.0,9.72222222222222,11.0,1,OR/PORTLAND,18
1727,3789,3789,12112,Basically Just Burrito Bowls,portland,or,,,"mexican, salads, new mexican",$$,45.52565,-122.67759,10.25,12.25,10.875,10.25,1,OR/PORTLAND,12
1728,3790,3790,12113,El Burrito Borracho,portland,or,,,"mexican, new mexican",$$,45.52565,-122.67759,3.5,11.5,8.570714285714285,10.625,1,OR/PORTLAND,14
1729,3791,3791,12114,Mekatos,portland,or,,,"mexican, empanada",$,45.51887,-122.51257,3.5,60.0,11.65157894736842,7.99,1,OR/PORTLAND,19
1730,3792,3792,12115,Taqueria Antojitos Yucatecos,portland,or,,,mexican,$,45.519348,-122.5589114,3.0,13.95,5.71875,3.95,1,OR/PORTLAND,24
1734,3796,3796,12120,Taco Bout It,portland,or,,,"mexican, latin american, new mexican",$,45.589942,-122.750522,3.0,12.0,7.5625,8.0,1,OR/PORTLAND,8
1735,3797,3797,12121,Birrieria PDX,portland,or,,,"mexican, latin american, new mexican",$,45.50432,-122.492516,3.0,12.0,7.56,6.0,1,OR/PORTLAND,5
1736,3798,3798,12122,Taco Land,portland,or,,,"mexican, latin american, new mexican",$,45.522677,-122.673742,3.0,3.0,3.0,3.0,1,OR/PORTLAND,3
1737,3799,3799,12123,Yucatan Food,portland,or,,,"mexican, yucatecan, american",$$,45.5262,-122.50111,3.0,14.0,8.466666666666667,9.0,1,OR/PORTLAND,15
1738,3800,3800,12125,Villa Hermosa,portland,or,,,"mexican, latin american, new mexican",$,45.4685455,-122.5787652,3.0,15.55,8.990149253731344,10.05,1,OR/PORTLAND,67
1739,3801,3801,12126,Tierra Del Sol  Montavilla,portland,or,,,"tacos, mexican, latin american",$,45.52667,-122.59171,3.0,65.0,8.64423076923077,6.5,1,OR/PORTLAND,52
1740,3802,3802,12127,Pinches Burros,portland,or,4.8,22.0,"mexican, latin american, new mexican",$,45.555698,-122.602964,3.0,12.75,7.64375,8.5,1,OR/PORTLAND,40
1762,4761,4761,14093,De Leons Taco  Bar,spokane,wa,4.6,23.0,"mexican, new mexican",$$,47.75063,-117.4102,3.25,30.99,11.422093023255814,10.99,1,WA/SPOKANE,43
1794,4793,4793,14135,Atilanos Mexican Food,spokane,wa,,,"mexican, latin american, new mexican",$,47.65714,-117.3562,3.25,10.99,7.364024390243903,7.35,1,WA/SPOKANE,82
1796,4795,4795,14138,Burrito House,spokane,wa,4.4,79.0,"mexican, latin american, new mexican",$$,47.672118,-117.364577,3.35,18.95,10.276315789473683,9.97,1,WA/SPOKANE,38
1797,4796,4796,14139,Mi perla tapatia,spokane,wa,,,"mexican, latin american, new mexican, exclusive to eats",$,47.702729,-117.411736,3.0,22.99,12.221666666666668,11.5,1,WA/SPOKANE,108
1813,4812,4812,14163,Zona Blanca Ceviche,spokane,wa,,,"mexican, latin american, new mexican, allergy friendly",$$$,47.65524,-117.42059,14.0,20.0,16.875,18.0,1,WA/SPOKANE,8
1823,4822,4822,14173,Atilanos,spokane,wa,4.6,200.0,"mexican, latin american, new mexican, group friendly",$,47.7687,-117.40407,3.25,10.99,7.570631578947369,7.35,1,WA/SPOKANE,95
1835,4834,4834,14188,De Leon Foods,spokane,wa,,,"mexican, vegetarian-friendly, gluten-free friendly",$$,47.7145763,-117.4077315,3.49,20.0,8.443333333333333,6.99,1,WA/SPOKANE,45
1839,4838,4838,14193,Atilanos Mexican Food,spokane,wa,,,"mexican, latin american, new mexican",$,47.71527,-117.4233,3.1,9.57,5.3133333333333335,4.99,1,WA/SPOKANE,126
1869,4868,4868,14229,Borracho Tacos  Tequileria,spokane,wa,3.9,32.0,"mexican, vegetarian-friendly, family friendly",$,47.6594433,-117.4114027,3.0,16.0,7.435897435897436,4.5,1,WA/SPOKANE,39
1929,4928,4928,14311,Maracas,spokane,wa,4.7,75.0,"mexican, latin american, new mexican",$,47.67796,-117.40904,3.0,60.0,19.11072463768116,18.99,1,WA/SPOKANE,69
1933,4932,4932,14318,Jaliscos Mexican Restaurant  Tequileria,spokane,wa,4.5,125.0,"mexican, seafood, traditional american, family friendly",$$,47.6285045,-117.3661932,3.25,23.95,12.977777777777778,13.95,1,WA/SPOKANE,153
1940,4939,4939,14329,Qdoba Mexican Eats,spokane,wa,4.1,104.0,"mexican, bowls, salads",$,47.6714399,-117.2404237,3.6,13.15,8.553125,10.95,1,WA/SPOKANE,32
1966,4965,4965,14374,De Leons Taco  Bar,spokane,wa,4.5,93.0,"mexican, latin american, new mexican, family friendly",$,47.6739723,-117.3968878,3.25,17.99,10.218125,10.62,1,WA/SPOKANE,32
1972,4971,4971,14385,De Leons Taco  Bar,spokane,wa,4.5,63.0,"mexican, latin american, new mexican",$,47.6018308,-117.3698628,3.25,17.99,10.24235294117647,10.62,1,WA/SPOKANE,34
1975,4974,4974,14390,Sweeto Burrito  Nora WA,spokane,wa,4.6,109.0,"american, mexican, new american, tex mex",$,47.6742195,-117.4099361,3.0,13.25,8.792682926829269,10.5,1,WA/SPOKANE,41
1994,4993,4993,14420,Taco Del Mar,spokane,wa,,,mexican,$$,47.6592593,-117.4235917,3.0,12.25,8.592592592592593,9.75,1,WA/SPOKANE,27
2003,5002,5002,14434,Costa Vida Fresh Mexican Grill,spokane,wa,4.5,128.0,"mexican, salads, kids friendly, healthy",$,47.7432059,-117.407172,3.79,12.49,7.960500000000001,6.29,1,WA/SPOKANE,20
2004,5003,5003,14438,Taco Bell,spokane,wa,4.5,182.0,"burritos, fast food, mexican",$,47.6568057,-117.2619007,3.11,34.79,10.013764705882352,5.99,1,WA/SPOKANE,85
2007,5006,5006,14445,Taco Bell,spokane,wa,4.4,147.0,"burritos, fast food, mexican",$,47.7178525,-117.4106738,3.11,34.79,10.199135802469137,6.59,1,WA/SPOKANE,81
2009,5008,5008,14447,Taco Bell,spokane,wa,4.6,200.0,"burritos, fast food, mexican, group friendly",$,47.6279975,-117.3668788,3.11,34.79,10.231728395061728,6.59,1,WA/SPOKANE,81
2016,5015,5015,14458,Chipotle Mexican Grill,spokane,wa,4.6,80.0,"healthy, mexican",$,47.7459374,-117.404396,3.15,16.0,7.9,6.55,1,WA/SPOKANE,39
2039,5038,5038,14488,Chipotle Mexican Grill,spokane,wa,4.6,200.0,"healthy, mexican",$,47.665863,-117.4107394,3.15,15.75,7.587499999999999,6.3,1,WA/SPOKANE,36
2055,5054,5054,14508,Taco Time,spokane,wa,4.1,11.0,"mexican, new mexican",$,47.7045829,-117.4105538,3.09,11.29,6.0627272727272725,5.79,1,WA/SPOKANE,44
2058,5057,5057,14511,Qdoba Mexican Eats,spokane,wa,4.4,200.0,"mexican, bowls, salads",$,47.6681053,-117.4108126,3.6,13.4,9.34047619047619,11.45,1,WA/SPOKANE,21
2070,5069,5069,14523,Pure Gold by Qdoba,spokane,wa,,,"mexican, latin american, new mexican",$,47.66793,-117.41078,3.6,13.95,7.847619047619048,6.45,1,WA/SPOKANE,21
2075,5074,5074,14530,Taco Bell,spokane,wa,4.4,200.0,"burritos, fast food, mexican, group friendly",$,47.69581,-117.36559,3.11,34.79,10.22283950617284,6.59,1,WA/SPOKANE,81
2082,5081,5081,14537,Taco Time,spokane,wa,4.5,43.0,"new mexican, mexican",$,47.715762,-117.4326797,3.29,10.99,5.8597777777777775,5.49,1,WA/SPOKANE,45
2083,5082,5082,14538,tios taqueria,spokane,wa,,,"mexican, new mexican",$,47.65888,-117.42252,3.0,70.0,11.5,6.0,1,WA/SPOKANE,20
2092,5091,5091,14548,Taco Bell,spokane,wa,4.6,190.0,"burritos, fast food, mexican",$,47.7165083,-117.43588,3.11,34.79,10.29375,6.890000000000001,1,WA/SPOKANE,80
2102,6079,6079,16495,Taco Bell,spokane,wa,4.5,200.0,"burritos, fast food, mexican, group friendly",$,47.6683265,-117.4261167,3.11,34.79,10.360379746835443,6.59,1,WA/SPOKANE,79
2104,6081,6081,16499,Taco Time,spokane,wa,4.7,66.0,"new mexican, mexican",$,47.653196,-117.416725,3.09,11.29,6.041162790697674,5.59,1,WA/SPOKANE,43
2107,6084,6084,16503,Qdoba Mexican Eats,spokane,wa,4.5,191.0,"mexican, bowls, salads",$,47.6470612,-117.4129354,3.6,13.15,8.8390625,11.2,1,WA/SPOKANE,32
2111,6088,6088,16512,Pure Gold by Qdoba,spokane,wa,,,"mexican, latin american, new mexican",$,47.64697,-117.41283,3.6,13.55,7.485714285714287,5.2,1,WA/SPOKANE,21
2114,6091,6091,16517,Taco Bell,spokane,wa,4.4,87.0,"burritos, fast food, mexican",$,47.6531515,-117.4246562,3.11,34.79,10.227283950617284,6.59,1,WA/SPOKANE,81
2132,6109,6109,16536,Taco Bell,spokane,wa,4.6,88.0,"burritos, fast food, mexican",$,47.7475922,-117.4030206,3.11,34.79,10.425584415584416,6.59,1,WA/SPOKANE,77
2154,6277,6277,17432,Taco Bell,spokane,wa,4.2,55.0,"burritos, fast food, mexican",$,47.64356581133252,-117.5578308833191,3.11,34.79,10.271728395061729,6.59,1,WA/SPOKANE,81
2162,6375,6375,18827,Rebel Margherita,washington dc,dc,,,"mexican, latin american, new mexican",$$,38.9168,-77.02864,8.39,17.07,13.218947368421052,13.44,1,DC/WASHINGTON DC,38
2278,6522,6522,19014,Mi Casita Bakery and Deli,washington dc,dc,4.6,81.0,"breakfast and brunch, mexican",$,38.9326279,-77.0324608,3.0,18.0,8.291208791208792,8.0,1,DC/WASHINGTON DC,91
2286,6531,6531,19025,California Tortilla,arlington,va,4.9,72.0,"mexican, bowls, tacos, burritos",$,38.8918012,-77.0843982,3.23,14.75,9.390454545454546,10.67,1,VA/ARLINGTON,66
2287,6532,6532,19026,Taco Bamba,arlington,va,4.8,500.0,"mexican, latin american, new mexican",$,38.87974,-77.10761,3.0,18.0,5.960843373493976,4.5,1,VA/ARLINGTON,83
2427,6714,6714,19260,Pasta Glory,arlington,va,4.3,19.0,"pasta, italian, mexican",$,38.87991,-77.09016,3.0,16.78,10.732,14.09,1,VA/ARLINGTON,20
2443,6738,6738,19293,Chevys,arlington,va,4.6,71.0,"mexican, burritos, tacos, quesadillas",$$,38.861544,-77.0592299,3.0,58.0,16.27403846153846,16.75,1,VA/ARLINGTON,104
2459,6757,6757,19321,MI VIDA Wharf,washington dc,dc,4.9,45.0,mexican,$,38.8797481,-77.0257819,5.5,36.3,15.522222222222222,15.4,1,DC/WASHINGTON DC,45
2461,6759,6759,19323,San Antonio Bar  Grill,arlington,va,4.2,12.0,mexican,$$,38.8583596,-77.0501339,3.99,22.99,13.299090909090909,11.99,1,VA/ARLINGTON,55
2474,6779,6779,19347,Abi Azteca,arlington,va,4.7,135.0,"mexican, breakfast and brunch, latin american, exclusive to eats",$,38.862792,-77.0882288,3.5,74.95,13.56032258064516,12.95,1,VA/ARLINGTON,124
2548,6877,6877,19461,Tortas Y Tacos La Chiquita,arlington,va,4.8,500.0,"mexican, family friendly, exclusive to eats, group friendly",$,38.86287,-77.087381,3.29,126.5,13.00925925925926,9.75,1,VA/ARLINGTON,216
2551,6881,6881,19465,District Taco,arlington,va,4.7,246.0,"mexican, vegetarian friendly, healthy",$,38.8945645,-77.074119,3.28,16.33,8.873125,6.55,1,VA/ARLINGTON,32
2560,6892,6892,19480,El Tamarindo,washington dc,dc,4.7,203.0,"latin american, mexican, vegetarian, healthy, family friendly",$,38.9171866,-77.0412715,3.25,28.25,11.463606557377048,10.99,1,DC/WASHINGTON DC,61
2601,6945,6945,19549,El Rinconcito Cafe,washington dc,dc,4.7,71.0,"soup, steak, salads, mexican, burritos, burgers, kids friendly, sandwich, tacos, desserts, salvadorian",$,38.90542,-77.0268,3.25,33.6,13.813245033112583,12.95,1,DC/WASHINGTON DC,151
2616,6966,6966,19576,Taco and Pia,arlington,va,4.5,41.0,"mexican, chicken, allergy friendly",$,38.841071,-77.088102,3.75,26.0,8.792857142857143,8.0,1,VA/ARLINGTON,35
2624,6976,6976,19586,The Well Dressed Burrito,washington dc,dc,4.7,223.0,"mexican, salads, healthy, family meals, allergy friendly",$,38.906631,-77.043878,3.49,111.92,21.576258503401363,11.99,1,DC/WASHINGTON DC,147
2652,7012,7012,19630,Sunny  Fines Breakfast Burritos,washington dc,dc,,,"mexican, breakfast and brunch, burritos, alcohol",$,38.91512,-77.03155,3.6,12.0,9.141739130434782,10.95,1,DC/WASHINGTON DC,23
2659,7023,7023,19645,Oyamel,washington dc,dc,4.7,85.0,"mexican, latin american, alcohol",$$,38.8950079,-77.0216875,4.0,100.0,20.71794871794872,12.0,1,DC/WASHINGTON DC,39
2670,7041,7041,19671,Republic Cantina,washington dc,dc,4.9,320.0,"breakfast and brunch, comfort food, group friendly, tex mex, mexican, alcohol",$,38.9074088,-77.0110259,6.0,24.0,11.466666666666669,11.0,1,DC/WASHINGTON DC,15
2715,7105,7105,19756,Mexicali Blues,arlington,va,4.8,108.0,"mexican, bar food",$$,38.88837,-77.093761,3.5,28.5,11.150285714285712,11.0,1,VA/ARLINGTON,70
2763,7160,7160,19827,Tacos DC,washington dc,dc,,,"mexican, latin american, new mexican",$,38.91676,-77.0379,4.0,15.0,12.266666666666667,13.0,1,DC/WASHINGTON DC,15
2764,7161,7161,19829,Guajillo Grill,arlington,va,,,"mexican, latin american, new mexican",$,38.8943372,-77.0787304,3.5,24.95,13.566666666666666,13.5,1,VA/ARLINGTON,36
2765,7162,7162,19830,Pica Taco,washington dc,dc,,,"mexican, latin american, new mexican",$,38.9077002,-77.0638425,3.0,11.0,6.321428571428571,5.5,1,DC/WASHINGTON DC,49
2766,7164,7164,19832,Toscanini,washington dc,dc,,,"mexican, latin american, new mexican",$,38.910518,-77.074319,3.99,10.99,8.35,8.99,1,DC/WASHINGTON DC,19
2767,7165,7165,19833,Elizabeth Bar  Grill,washington dc,dc,,,"spanish, mexican, new mexican",$$,38.9534944,-77.0273151,3.0,30.95,16.26492537313433,13.95,1,DC/WASHINGTON DC,67
2768,7167,7167,19837,Rebel Taco,washington dc,dc,,,"mexican, latin american, new mexican",$,38.9167397,-77.0286004,3.45,14.5,6.494230769230769,5.5,1,DC/WASHINGTON DC,26
2769,7168,7168,19839,Dulcinea Bar and Grill,washington dc,dc,,,"mexican, latin american, new mexican",$,38.92476,-77.0229,3.0,24.99,11.276428571428571,10.99,1,DC/WASHINGTON DC,84
2773,7173,7173,19849,El Rey Ballston,arlington,va,4.3,20.0,"mexican, latin american, new mexican",$,38.880507,-77.110973,3.0,14.0,6.074074074074074,4.0,1,VA/ARLINGTON,27
2774,7174,7174,19850,Maiz,washington dc,dc,4.6,10.0,"mexican, latin american, new mexican, latin fusion, tacos, seafood, alcohol",$$$,38.90808,-77.03236,3.0,28.0,13.5,15.0,1,DC/WASHINGTON DC,37
2776,7176,7176,19852,MXDC Cocina Mexicana,washington dc,dc,,,"mexican, latin american, new mexican",$,38.8977224,-77.0316942,5.0,25.0,13.292682926829269,14.0,1,DC/WASHINGTON DC,41
2777,7177,7177,19853,El Rancho Migueleo,arlington,va,,,new mexican,$,38.8606965,-77.0951719,3.0,39.99,16.640135135135132,16.99,1,VA/ARLINGTON,74
2778,7178,7178,19854,El Techo,washington dc,dc,4.4,259.0,"mexican, latin american, new mexican, alcohol",$,38.91538,-77.0203,3.6,37.89,11.549,11.98,1,DC/WASHINGTON DC,60
2780,7181,7181,19859,La Union Restaurant,arlington,va,4.8,50.0,"mexican, latin american, new mexican",$$,38.876697,-77.1281007,3.0,22.5,12.407432432432431,12.95,1,VA/ARLINGTON,74
2781,7182,7182,19860,Ritas Tacos,washington dc,dc,4.6,10.0,"mexican, latin american, new mexican",$,38.918454,-77.023123,3.5,9.0,5.233333333333333,5.0,1,DC/WASHINGTON DC,15
2786,7190,7190,19874,El Rey  DC,washington dc,dc,4.5,52.0,"mexican, latin american, new mexican, allergy friendly",$,38.9172395,-77.0248234,3.0,15.0,6.0,4.0,1,DC/WASHINGTON DC,23
